celebrity_name,season,week,judge_score,placement,weeks_participated,method1_combined_rank,method2_combined_pct,method1_pos,method2_pos,n_contestants,eliminated_week,is_eliminated
Gilles Marini,15,3,25.5,6,8,13.5,0.1954923889696893,8.0,8.0,11,8.0,0
Gilles Marini,15,4,39.5,6,8,9.5,0.2381541891529262,4.0,4.0,9,8.0,0
Gilles Marini,15,5,28.25,6,8,10.5,0.2459373988415334,6.0,7.0,8,8.0,0
Gilles Marini,15,6,27.5,6,8,11.5,0.257673302594169,8.0,7.0,8,8.0,0
Gilles Marini,15,7,33.4998,6,8,12.0,0.2733220699924706,6.5,6.0,7,8.0,0
Gilles Marini,15,8,29.2777,6,8,9.5,0.1683793308209001,6.0,6.0,7,8.0,1
Sabrina Bryan,15,1,22.5,8,6,12.0,0.1647434354722138,6.0,8.0,13,6.0,0
Sabrina Bryan,15,2,26.0,8,6,11.0,0.1829453230703511,4.5,6.0,11,6.0,0
Sabrina Bryan,15,3,25.5,8,6,14.5,0.194565376388772,9.0,9.0,11,6.0,0
Sabrina Bryan,15,4,35.5,8,6,13.0,0.226368342908303,8.0,8.0,9,6.0,0
Sabrina Bryan,15,5,29.25,8,6,9.0,0.2486288291642685,3.5,5.0,8,6.0,0
Sabrina Bryan,15,6,30.0,8,6,9.5,0.1426526991627955,5.5,8.0,8,6.0,1
Kirstie Alley,15,1,19.0,7,8,14.0,0.1655760012969908,8.0,7.0,13,8.0,0
Kirstie Alley,15,2,21.0,7,8,15.0,0.1779166843917039,9.0,8.0,11,8.0,0
Kirstie Alley,15,3,24.0,7,8,11.5,0.1986734015062201,4.0,7.0,11,8.0,0
Kirstie Alley,15,4,30.0,7,8,10.0,0.2272151978528038,5.0,7.0,9,8.0,0
Kirstie Alley,15,5,26.25,7,8,11.0,0.2431196139273632,7.5,8.0,8,8.0,0
Kirstie Alley,15,6,27.5,7,8,9.5,0.263989413743125,5.5,5.0,8,8.0,0
Kirstie Alley,15,7,27.9999,7,8,11.0,0.2580621835130154,5.0,7.0,7,8.0,0
Kirstie Alley,15,8,25.5,7,8,13.0,0.15774852532087,7.0,7.0,7,8.0,1
Kelly Monaco,15,1,21.5,3,10,10.0,0.1738865469191656,4.5,2.0,13,,0
Kelly Monaco,15,2,22.0,3,10,11.0,0.1892102405223636,4.5,2.0,11,,0
Kelly Monaco,15,3,27.0,3,10,6.5,0.2053322765728255,2.0,2.0,11,,0
Kelly Monaco,15,4,37.5,3,10,5.0,0.2450721767120728,1.0,2.0,9,,0
Kelly Monaco,15,5,25.75,3,10,9.0,0.2511630898426865,3.5,3.0,8,,0
Kelly Monaco,15,6,27.0,3,10,8.0,0.2724268171002881,2.5,1.0,8,,0
Kelly Monaco,15,7,36.0,3,10,5.0,0.2975479640852964,3.0,3.0,7,,0
Kelly Monaco,15,8,28.3333,3,10,7.0,0.3409032986468302,3.0,2.0,7,,0
Kelly Monaco,15,9,27.111,3,10,5.0,0.5174236769809145,3.0,1.0,5,,0
Kelly Monaco,15,10,29.1109,3,10,3.0,0.6685894247486373,1.5,2.0,3,,0
Apolo Anton Ohno,15,1,22.0,5,9,9.5,0.1703714047234338,3.0,5.0,13,9.0,0
Apolo Anton Ohno,15,2,24.5,5,9,11.0,0.1859148188281616,4.5,4.0,11,9.0,0
Apolo Anton Ohno,15,3,25.5,5,9,12.5,0.1995614416771781,7.0,5.0,11,9.0,0
Apolo Anton Ohno,15,4,34.5,5,9,12.0,0.2293490560346804,7.0,6.0,9,9.0,0
Apolo Anton Ohno,15,5,28.25,5,9,9.5,0.248758120898465,5.0,4.0,8,9.0,0
Apolo Anton Ohno,15,6,30.0,5,9,8.5,0.2611018994578417,4.0,6.0,8,9.0,0
Apolo Anton Ohno,15,7,33.0,5,9,12.0,0.2739995426713875,6.5,5.0,7,9.0,0
Apolo Anton Ohno,15,8,29.2777,5,9,7.5,0.3283250322625252,5.0,5.0,7,9.0,0
Apolo Anton Ohno,15,9,28.611,5,9,8.0,0.2515294914755601,4.0,4.0,5,9.0,1
Emmitt Smith,15,1,24.5,4,9,9.0,0.1723206964316265,2.0,4.0,13,9.0,0
Emmitt Smith,15,2,22.5,4,9,14.0,0.1794466264644139,7.5,7.0,11,9.0,0
Emmitt Smith,15,3,25.0,4,9,12.0,0.1993063357311436,5.5,6.0,11,9.0,0
Emmitt Smith,15,4,36.0,4,9,11.0,0.2334722081608237,6.0,5.0,9,9.0,0
Emmitt Smith,15,5,28.0,4,9,11.0,0.2476529371552528,7.5,6.0,8,9.0,0
Emmitt Smith,15,6,26.5,4,9,10.0,0.2654870967500773,7.0,4.0,8,9.0,0
Emmitt Smith,15,7,34.4999,4,9,9.0,0.2821261852408101,4.0,4.0,7,9.0,0
Emmitt Smith,15,8,29.0554,4,9,7.0,0.3295113941017259,3.0,4.0,7,9.0,0
Emmitt Smith,15,9,27.0,4,9,9.0,0.2462113900935409,5.0,5.0,5,9.0,1
Shawn Johnson,15,1,22.0,2,10,8.5,0.1729464544983787,1.0,3.0,13,,0
Shawn Johnson,15,2,25.0,2,10,8.0,0.1888495494545,1.5,3.0,11,,0
Shawn Johnson,15,3,26.5,2,10,9.0,0.2033136604249294,3.0,3.0,11,,0
Shawn Johnson,15,4,39.5,2,10,5.5,0.2484189801403703,2.0,1.0,9,,0
Shawn Johnson,15,5,28.25,2,10,6.5,0.2555709728518122,2.0,2.0,8,,0
Shawn Johnson,15,6,28.0,2,10,7.0,0.2687966672947089,1.0,2.0,8,,0
Shawn Johnson,15,7,37.9998,2,10,3.0,0.3060261207566436,1.0,2.0,7,,0
Shawn Johnson,15,8,27.8333,2,10,7.0,0.3411996286811207,3.0,1.0,7,,0
Shawn Johnson,15,9,29.5,2,10,4.0,0.4915779871525968,1.5,3.0,5,,0
Shawn Johnson,15,10,28.9443,2,10,6.0,0.6627358330883266,3.0,3.0,3,,0
Pamela Anderson,15,1,17.0,13,1,25.0,0.0688945002124893,13.0,13.0,13,1.0,1
Helio Castroneves,15,1,21.5,10,3,20.0,0.0828768012818656,12.0,12.0,13,3.0,0
Helio Castroneves,15,3,25.5,10,3,16.5,0.0996191126776206,10.0,10.0,11,3.0,1
Joey Fatone,15,1,20.5,12,2,17.0,0.161793738173636,10.0,9.0,13,2.0,0
Joey Fatone,15,2,22.5,12,2,19.0,0.0872928987410453,11.0,11.0,11,2.0,1
Drew Lachey,15,1,21.5,11,3,17.0,0.1609393065687241,10.0,10.0,13,3.0,0
Drew Lachey,15,2,22.5,11,3,16.0,0.1765728587088953,10.0,9.0,11,3.0,0
Drew Lachey,15,3,24.0,11,3,19.5,0.0959022457387678,11.0,11.0,11,3.0,1
Bristol Palin,15,1,19.5,9,4,17.0,0.159523755210006,10.0,11.0,13,4.0,0
Bristol Palin,15,2,18.0,9,4,14.0,0.1729238602490548,7.5,10.0,11,4.0,0
Bristol Palin,15,3,22.5,9,4,12.0,0.2009925868676482,5.5,4.0,11,4.0,0
Bristol Palin,15,4,32.0,9,4,17.0,0.1099669154558272,9.0,9.0,9,4.0,1
Melissa Rycroft,15,1,21.0,1,10,10.0,0.1780267115976758,4.5,1.0,13,,0
Melissa Rycroft,15,2,23.5,1,10,8.0,0.1918766789445429,1.5,1.0,11,,0
Melissa Rycroft,15,3,27.0,1,10,4.5,0.2072411734452052,1.0,1.0,11,,0
Melissa Rycroft,15,4,37.0,1,10,7.0,0.2419829335821923,3.0,3.0,9,,0
Melissa Rycroft,15,5,28.25,1,10,5.5,0.2591690373186181,1.0,1.0,8,,0
Melissa Rycroft,15,6,29.5,1,10,8.0,0.2678721038969944,2.5,3.0,8,,0
Melissa Rycroft,15,7,38.9999,1,10,4.0,0.3089159337403762,2.0,1.0,7,,0
Melissa Rycroft,15,8,30.0,1,10,5.0,0.3339327901660276,1.0,3.0,7,,0
Melissa Rycroft,15,9,28.7777,1,10,4.0,0.4932574542973874,1.5,2.0,5,,0
Melissa Rycroft,15,10,29.3331,1,10,3.0,0.6686747421630361,1.5,1.0,3,,0
Ingo Rademacher,16,1,20.0,5,9,10.5,0.1724605459562304,5.0,5.0,12,9.0,0
Ingo Rademacher,16,2,20.0,5,9,15.0,0.1702927080069528,7.5,6.0,12,9.0,0
Ingo Rademacher,16,3,21.0,5,9,14.0,0.1883248911996142,8.0,6.0,11,9.0,0
Ingo Rademacher,16,4,23.0,5,9,14.0,0.2099838585077131,9.0,5.0,10,9.0,0
Ingo Rademacher,16,5,21.0,5,9,9.5,0.2255764686644773,5.5,6.0,9,9.0,0
Ingo Rademacher,16,6,23.0,5,9,10.5,0.2613377282412845,6.0,5.0,8,9.0,0
Ingo Rademacher,16,7,25.0,5,9,8.0,0.2987546487786035,5.0,5.0,7,9.0,0
Ingo Rademacher,16,8,24.0,5,9,8.0,0.3497386725317086,5.0,5.0,6,9.0,0
Ingo Rademacher,16,9,25.5,5,9,10.0,0.2184542345232523,5.0,5.0,5,9.0,1
Zendaya,16,1,24.0,2,10,3.0,0.1910609219180377,1.0,1.0,12,,0
Zendaya,16,2,26.0,2,10,6.5,0.1968420268322903,2.0,2.0,12,,0
Zendaya,16,3,25.9998,2,10,5.5,0.2111913977707124,1.0,1.0,11,,0
Zendaya,16,4,26.0,2,10,10.5,0.2241314748309633,5.5,3.0,10,,0
Zendaya,16,5,29.0,2,10,8.0,0.2594962060874498,3.0,1.0,9,,0
Zendaya,16,6,25.5,2,10,6.0,0.2770705048467682,2.0,3.0,8,,0
Zendaya,16,7,30.0,2,10,7.0,0.3246546492567107,3.5,2.0,7,,0
Zendaya,16,8,29.0,2,10,6.0,0.3779893904741675,3.0,1.0,6,,0
Zendaya,16,9,27.5,2,10,5.0,0.4429859968428112,2.5,4.0,5,,0
Zendaya,16,10,30.0,2,10,3.5,0.5081276168929032,2.0,2.0,4,,0
Dorothy Hamill,16,1,21.0,12,2,15.0,0.1710005767286027,7.0,6.0,12,2.0,0
Dorothy Hamill,16,2,15.0,12,2,24.0,0.0673456014080033,12.0,12.0,12,2.0,1
Victor Ortiz,16,1,18.0,8,6,16.0,0.1612198729231883,8.0,8.0,12,6.0,0
Victor Ortiz,16,2,18.0,8,6,11.0,0.1664071353292277,5.0,8.0,12,6.0,0
Victor Ortiz,16,3,23.0,8,6,13.5,0.1940089286078588,7.0,5.0,11,6.0,0
Victor Ortiz,16,4,18.0,8,6,10.5,0.1939241966504459,5.5,9.0,10,6.0,0
Victor Ortiz,16,5,21.0,8,6,11.5,0.2232614254837338,7.0,7.0,9,6.0,0
Victor Ortiz,16,6,20.0,8,6,16.0,0.1204736093683532,8.0,8.0,8,6.0,1
Alexandra Raisman,16,1,21.0,4,10,7.0,0.177239731359685,3.0,3.0,12,10.0,0
Alexandra Raisman,16,2,24.0,4,10,9.0,0.1885304076693071,4.0,3.0,12,10.0,0
Alexandra Raisman,16,3,23.0,4,10,7.5,0.1993050689389559,2.5,4.0,11,10.0,0
Alexandra Raisman,16,4,27.0,4,10,8.0,0.228734340762612,3.0,1.0,10,10.0,0
Alexandra Raisman,16,5,25.0,4,10,6.0,0.2463805769629147,1.5,3.0,9,10.0,0
Alexandra Raisman,16,6,26.0,4,10,6.0,0.2779134831808341,2.0,2.0,8,10.0,0
Alexandra Raisman,16,7,32.0,4,10,7.0,0.3351129172070167,3.5,1.0,7,10.0,0
Alexandra Raisman,16,8,28.0,4,10,6.0,0.3736865777743053,3.0,3.0,6,10.0,0
Alexandra Raisman,16,9,29.5,4,10,5.5,0.4433406159999958,4.0,3.0,5,10.0,0
Alexandra Raisman,16,10,29.0,4,10,7.0,0.492462426441096,3.5,3.0,4,10.0,1
Jacoby Jones,16,1,20.0,3,10,8.5,0.1731777780828594,4.0,4.0,12,,0
Jacoby Jones,16,2,23.0,3,10,7.0,0.1859471570246214,3.0,4.0,12,,0
Jacoby Jones,16,3,25.9998,3,10,7.5,0.2101940144093236,2.5,2.0,11,,0
Jacoby Jones,16,4,24.0,3,10,6.0,0.2194858130410643,1.0,4.0,10,,0
Jacoby Jones,16,5,26.0,3,10,9.0,0.2460022669067973,4.0,4.0,9,,0
Jacoby Jones,16,6,22.5,3,10,7.0,0.2643903963704269,4.0,4.0,8,,0
Jacoby Jones,16,7,27.0,3,10,5.0,0.3144886123378446,1.5,4.0,7,,0
Jacoby Jones,16,8,26.0,3,10,6.0,0.3631475370206007,3.0,4.0,6,,0
Jacoby Jones,16,9,29.5,3,10,4.5,0.445402469878377,1.0,2.0,5,,0
Jacoby Jones,16,10,27.9999,3,10,7.0,0.4899749939035747,3.5,4.0,4,,0
D. L. Hughley,16,1,12.0,9,5,23.0,0.1325600187185397,12.0,12.0,12,5.0,0
D. L. Hughley,16,2,16.0,9,5,15.0,0.1569386274066297,7.5,11.0,12,5.0,0
D. L. Hughley,16,3,16.0,9,5,11.0,0.1702586366096966,5.5,10.0,11,5.0,0
D. L. Hughley,16,4,21.0,9,5,12.5,0.2026244069670675,8.0,7.0,10,5.0,0
D. L. Hughley,16,5,18.0,9,5,17.5,0.0970756320292178,9.0,9.0,9,5.0,1
Andy Dick,16,1,17.0,7,7,20.0,0.1553599213261496,11.0,11.0,12,7.0,0
Andy Dick,16,2,20.0,7,7,13.0,0.1720903646303487,6.0,5.0,12,7.0,0
Andy Dick,16,3,18.0,7,7,11.0,0.1782162093367989,5.5,9.0,11,7.0,0
Andy Dick,16,4,21.0,7,7,9.5,0.2055379696813617,4.0,6.0,10,7.0,0
Andy Dick,16,5,18.0,7,7,9.5,0.2148922335246569,5.5,8.0,9,7.0,0
Andy Dick,16,6,21.5,7,7,9.0,0.2564560851118306,5.0,7.0,8,7.0,0
Andy Dick,16,7,17.0,7,7,14.0,0.1128803959149614,7.0,7.0,7,7.0,1
Wynonna Judd,16,1,18.0,11,3,17.0,0.160583284311343,9.0,9.0,12,3.0,0
Wynonna Judd,16,2,18.0,11,3,17.0,0.1626656997377165,9.5,9.0,12,3.0,0
Wynonna Judd,16,3,15.0,11,3,22.0,0.0714783301734482,11.0,11.0,11,3.0,1
Kellie Pickler,16,1,21.0,1,10,4.0,0.178832663499694,2.0,2.0,12,,0
Kellie Pickler,16,2,26.0,1,10,2.5,0.2011565665938467,1.0,1.0,12,,0
Kellie Pickler,16,3,25.0,1,10,8.0,0.2062952583291586,4.0,3.0,11,,0
Kellie Pickler,16,4,26.0,1,10,7.5,0.2258277095155922,2.0,2.0,10,,0
Kellie Pickler,16,5,27.0,1,10,6.0,0.2533371093844669,1.5,2.0,9,,0
Kellie Pickler,16,6,27.0,1,10,6.0,0.2830399767801956,2.0,1.0,8,,0
Kellie Pickler,16,7,29.0,1,10,5.0,0.3217787913957052,1.5,3.0,7,,0
Kellie Pickler,16,8,27.5,1,10,4.0,0.3739056814263191,1.0,2.0,6,,0
Kellie Pickler,16,9,29.0,1,10,5.0,0.4498166827555634,2.5,1.0,5,,0
Kellie Pickler,16,10,30.0,1,10,2.5,0.5094349627624261,1.0,1.0,4,,0
Lisa Vanderpump,16,1,18.0,10,4,19.0,0.1595306749563804,10.0,10.0,12,4.0,0
Lisa Vanderpump,16,2,18.0,10,4,19.0,0.1619440850085656,11.0,10.0,12,4.0,0
Lisa Vanderpump,16,3,21.0,10,4,17.0,0.1830690704698558,10.0,8.0,11,4.0,0
Lisa Vanderpump,16,4,18.0,10,4,19.5,0.089034641735463,10.0,10.0,10,4.0,1
Sean Lowe,16,1,19.0,6,8,13.0,0.1669740102192892,6.0,7.0,12,8.0,0
Sean Lowe,16,2,20.0,6,8,17.0,0.1698396203524897,9.5,7.0,12,8.0,0
Sean Lowe,16,3,21.0,6,8,15.0,0.1876581941545766,9.0,7.0,11,8.0,0
Sean Lowe,16,4,20.0,6,8,12.0,0.2007155883077165,7.0,8.0,10,8.0,0
Sean Lowe,16,5,24.0,6,8,13.0,0.2339780809562854,8.0,5.0,9,8.0,0
Sean Lowe,16,6,23.0,6,8,11.5,0.2593182161003067,7.0,6.0,8,8.0,0
Sean Lowe,16,7,24.0,6,8,10.0,0.2923299851091577,6.0,6.0,7,8.0,0
Sean Lowe,16,8,21.0,6,8,12.0,0.1615321407728987,6.0,6.0,6,8.0,1
Valerie Harper,17,1,21.0,10,4,20.5,0.159568018491757,11.0,10.0,12,4.0,0
Valerie Harper,17,2,19.0,10,4,16.0,0.1606441003622088,9.0,10.0,12,4.0,0
Valerie Harper,17,3,16.0,10,4,15.5,0.164144001231383,10.0,10.0,11,4.0,0
Valerie Harper,17,4,18.0,10,4,20.0,0.0852417793237266,10.0,10.0,10,4.0,1
Brant Daugherty,17,1,22.0,7,8,16.5,0.1653625718686984,9.0,8.0,12,8.0,0
Brant Daugherty,17,2,23.0,7,8,16.0,0.1717390717191426,9.0,8.0,12,8.0,0
Brant Daugherty,17,3,27.0,7,8,10.0,0.1970845472367724,3.5,4.0,11,8.0,0
Brant Daugherty,17,4,21.0,7,8,13.5,0.1979437442959983,8.0,9.0,10,8.0,0
Brant Daugherty,17,5,27.0,7,8,12.0,0.2269711259715417,8.0,8.0,9,8.0,0
Brant Daugherty,17,6,31.0,7,8,11.0,0.2508126343811034,7.5,3.0,8,8.0,0
Brant Daugherty,17,7,28.5,7,8,10.5,0.2572680675826926,7.0,7.0,8,8.0,0
Brant Daugherty,17,8,27.0,7,8,12.0,0.1561194660823764,7.0,7.0,7,8.0,1
Elizabeth Berkley Lauren,17,1,24.0,6,9,9.5,0.175241614521337,4.0,4.0,12,9.0,0
Elizabeth Berkley Lauren,17,2,25.0,6,9,13.5,0.1776312856603594,7.0,7.0,12,9.0,0
Elizabeth Berkley Lauren,17,3,25.0,6,9,11.5,0.1934290109196719,6.0,6.0,11,9.0,0
Elizabeth Berkley Lauren,17,4,27.0,6,9,10.0,0.2174749389450846,5.0,3.0,10,9.0,0
Elizabeth Berkley Lauren,17,5,26.0,6,9,12.5,0.2302946357045567,9.0,6.0,9,9.0,0
Elizabeth Berkley Lauren,17,6,31.9998,6,9,8.0,0.2594873420929651,2.5,2.0,8,9.0,0
Elizabeth Berkley Lauren,17,7,27.0,6,9,9.5,0.2611055656247505,6.0,6.0,8,9.0,0
Elizabeth Berkley Lauren,17,8,25.0,6,9,8.0,0.2991074231872494,4.5,6.0,7,9.0,0
Elizabeth Berkley Lauren,17,9,28.0,6,9,8.0,0.1969676492909648,6.0,6.0,6,9.0,1
Leah Remini,17,1,21.0,5,10,13.5,0.1655649014056157,8.0,7.0,12,10.0,0
Leah Remini,17,2,24.0,5,10,8.0,0.1828929210679124,3.0,3.0,12,10.0,0
Leah Remini,17,3,24.0,5,10,13.0,0.1951342747134383,9.0,5.0,11,10.0,0
Leah Remini,17,4,24.0,5,10,11.5,0.2091796465064893,6.0,6.0,10,10.0,0
Leah Remini,17,5,22.0,5,10,11.0,0.2305829397398372,6.5,5.0,9,10.0,0
Leah Remini,17,6,27.9999,5,10,10.0,0.2429270496902826,5.5,7.0,8,10.0,0
Leah Remini,17,7,26.5,5,10,9.0,0.2643305083435096,4.5,5.0,8,10.0,0
Leah Remini,17,8,28.0,5,10,8.5,0.3015561742208741,6.0,5.0,7,10.0,0
Leah Remini,17,9,27.0,5,10,7.5,0.3566114573150922,5.0,5.0,6,10.0,0
Leah Remini,17,10,32.5,5,10,9.0,0.2184391911742262,5.0,5.0,5,10.0,1
Corbin Bleu,17,1,24.0,2,11,6.5,0.179941281310774,2.0,2.0,12,,0
Corbin Bleu,17,2,26.0,2,11,6.0,0.1880608997824002,1.0,1.0,12,,0
Corbin Bleu,17,3,26.0,2,11,6.5,0.203547619801281,1.0,2.0,11,,0
Corbin Bleu,17,4,27.0,2,11,6.0,0.2247755030749999,2.0,2.0,10,,0
Corbin Bleu,17,5,28.0,2,11,6.5,0.2400973838803157,1.0,2.0,9,,0
Corbin Bleu,17,6,26.9999,2,11,8.0,0.2479744712886583,2.5,4.0,8,,0
Corbin Bleu,17,7,29.5,2,11,6.5,0.2689601110956109,1.5,3.0,8,,0
Corbin Bleu,17,8,30.0,2,11,7.5,0.3084437200323819,3.0,3.0,7,,0
Corbin Bleu,17,9,29.0,2,11,6.0,0.3633015011510054,1.0,2.0,6,,0
Corbin Bleu,17,10,37.5,2,11,5.0,0.4494873349823919,2.0,2.0,5,,0
Corbin Bleu,17,11,29.6664,2,11,6.0,0.5032312269685941,3.5,2.0,4,,0
Amber Riley,17,1,27.0,1,11,3.0,0.1963991149545312,1.0,1.0,12,,0
Amber Riley,17,2,24.0,1,11,7.0,0.1855734816531642,2.0,2.0,12,,0
Amber Riley,17,3,24.0,1,11,10.0,0.1976815912691309,3.5,3.0,11,,0
Amber Riley,17,4,27.0,1,11,5.0,0.2251077192340486,1.0,1.0,10,,0
Amber Riley,17,5,26.0,1,11,9.5,0.2358498253237717,4.0,4.0,9,,0
Amber Riley,17,6,31.9999,1,11,5.0,0.2665273431825978,1.0,1.0,8,,0
Amber Riley,17,7,29.5,1,11,7.5,0.2674956250236715,3.0,4.0,8,,0
Amber Riley,17,8,28.0,1,11,6.5,0.3068531047582325,2.0,4.0,7,,0
Amber Riley,17,9,25.5,1,11,7.0,0.3577855673868788,3.5,4.0,6,,0
Amber Riley,17,10,39.5,1,11,5.0,0.4499541098898907,2.0,1.0,5,,0
Amber Riley,17,11,31.3332,1,11,3.0,0.5238406162784306,1.0,1.0,4,,0
Keyshawn Johnson,17,1,17.0,12,2,20.0,0.1470600755449795,10.0,11.0,12,2.0,0
Keyshawn Johnson,17,2,18.0,12,2,23.0,0.0733994241105076,12.0,12.0,12,2.0,1
Bill Engvall,17,1,18.0,4,11,11.0,0.16329156251665,5.0,9.0,12,11.0,0
Bill Engvall,17,2,21.0,4,11,9.0,0.1819530396966859,4.5,5.0,12,11.0,0
Bill Engvall,17,3,24.0,4,11,8.0,0.2035488419643674,2.0,1.0,11,11.0,0
Bill Engvall,17,4,21.0,4,11,9.5,0.2137931660640371,4.0,5.0,10,11.0,0
Bill Engvall,17,5,24.0,4,11,9.0,0.2425615077576893,3.0,1.0,9,11.0,0
Bill Engvall,17,6,23.9999,4,11,9.0,0.2404297451708196,4.0,8.0,8,11.0,0
Bill Engvall,17,7,25.0,4,11,9.0,0.2766977415474123,4.5,1.0,8,11.0,0
Bill Engvall,17,8,24.0,4,11,8.0,0.3150198769465855,4.5,1.0,7,11.0,0
Bill Engvall,17,9,21.0,4,11,7.0,0.3618399254085263,3.5,3.0,6,11.0,0
Bill Engvall,17,10,30.0,4,11,6.0,0.4431292266015325,4.0,3.0,5,11.0,0
Bill Engvall,17,11,25.4999,4,11,5.0,0.4817428225858933,2.0,4.0,4,11.0,1
Christina Milian,17,1,22.0,9,5,12.5,0.1679683688504686,6.5,6.0,12,5.0,0
Christina Milian,17,2,25.0,9,5,12.5,0.1787435769344405,6.0,6.0,12,5.0,0
Christina Milian,17,3,26.0,9,5,12.5,0.1921052258499807,7.5,7.0,11,5.0,0
Christina Milian,17,4,24.0,9,5,14.5,0.2039718601269826,9.0,8.0,10,5.0,0
Christina Milian,17,5,28.0,9,5,10.5,0.1269878451918372,5.0,9.0,9,5.0,1
"Nicole ""Snooki"" Polizzi",17,1,23.0,8,7,12.5,0.170572713626353,6.5,5.0,12,7.0,0
"Nicole ""Snooki"" Polizzi",17,2,20.0,8,7,16.0,0.1642189019071994,9.0,9.0,12,7.0,0
"Nicole ""Snooki"" Polizzi",17,3,25.0,8,7,12.5,0.1909843483999396,7.5,9.0,11,7.0,0
"Nicole ""Snooki"" Polizzi",17,4,24.0,8,7,12.5,0.2053750546950901,7.0,7.0,10,7.0,0
"Nicole ""Snooki"" Polizzi",17,5,27.0,8,7,11.0,0.2283782348683649,6.5,7.0,9,7.0,0
"Nicole ""Snooki"" Polizzi",17,6,30.0,8,7,11.0,0.2468596571019881,7.5,5.0,8,7.0,0
"Nicole ""Snooki"" Polizzi",17,7,27.0,8,7,13.5,0.1343220276468956,8.0,8.0,8,7.0,1
Jack Osbourne,17,1,23.0,3,11,7.5,0.1766460877473512,3.0,3.0,12,,0
Jack Osbourne,17,2,24.0,3,11,9.0,0.1824912971445698,4.5,4.0,12,,0
Jack Osbourne,17,3,22.0,3,11,11.0,0.1919285352765067,5.0,8.0,11,,0
Jack Osbourne,17,4,24.0,3,11,7.5,0.2171365877335425,3.0,4.0,10,,0
Jack Osbourne,17,5,27.0,3,11,8.0,0.2382765015620853,2.0,3.0,9,,0
Jack Osbourne,17,6,26.9998,3,11,10.0,0.2449817570915848,5.5,6.0,8,,0
Jack Osbourne,17,7,28.5,3,11,6.5,0.2698203531354569,1.5,2.0,8,,0
Jack Osbourne,17,8,30.0,3,11,5.5,0.3129002347723,1.0,2.0,7,,0
Jack Osbourne,17,9,27.0,3,11,6.5,0.3634938994475322,2.0,1.0,6,,0
Jack Osbourne,17,10,35.5,3,11,5.0,0.4389901373519586,2.0,4.0,5,,0
Jack Osbourne,17,11,27.9999,3,11,6.0,0.491185334167082,3.5,3.0,4,,0
Bill Nye,17,1,14.0,11,3,23.0,0.132383689161484,12.0,12.0,12,3.0,0
Bill Nye,17,2,17.0,11,3,20.0,0.1526519999614087,11.0,11.0,12,3.0,0
Bill Nye,17,3,16.0,11,3,21.5,0.0704120033375277,11.0,11.0,11,3.0,1
Billy Dee Williams,18,1,15.0,10,2,16.0,0.1513369997089281,9.0,11.0,12,2.0,0
Billy Dee Williams,18,2,15.0,10,2,21.0,0.0718933417994106,11.0,11.0,11,2.0,1
Danica McKellar,18,1,24.0,6,8,13.0,0.1770815843404519,6.5,6.0,12,8.0,0
Danica McKellar,18,2,24.0,6,8,11.5,0.204090762516523,6.0,5.0,11,8.0,0
Danica McKellar,18,3,36.0,6,8,8.5,0.2493803187055011,5.0,5.0,9,8.0,0
Danica McKellar,18,4,32.0,6,8,12.5,0.2435838731355807,6.0,6.0,7,8.0,0
Danica McKellar,18,5,39.0,6,8,9.0,0.2363833305594179,4.0,5.0,9,8.0,0
Danica McKellar,18,6,36.0,6,8,9.5,0.2636532642336764,6.0,5.0,8,8.0,0
Danica McKellar,18,7,36.0,6,8,9.0,0.3008930309998467,5.0,5.0,7,8.0,0
Danica McKellar,18,8,38.0,6,8,9.0,0.1878425883226355,6.0,6.0,6,8.0,1
James Maslow,18,1,21.0,4,10,9.0,0.1779172561722357,3.5,5.0,12,10.0,0
James Maslow,18,2,25.0,4,10,4.0,0.2153853331125733,1.0,1.0,11,10.0,0
James Maslow,18,3,36.0,4,10,7.5,0.2554368080451102,2.0,4.0,9,10.0,0
James Maslow,18,4,35.0,4,10,4.0,0.2679883497936594,1.5,2.0,7,10.0,0
James Maslow,18,5,40.0,4,10,6.0,0.2482630094634454,1.0,1.0,9,10.0,0
James Maslow,18,6,35.0,4,10,7.0,0.2686375873603606,3.0,4.0,8,10.0,0
James Maslow,18,7,35.0,4,10,7.0,0.3127813789954858,4.0,4.0,7,10.0,0
James Maslow,18,8,36.0,4,10,6.0,0.3733801543778454,2.0,1.0,6,10.0,0
James Maslow,18,9,38.0,4,10,5.5,0.4425585933131254,3.0,2.0,5,10.0,0
James Maslow,18,10,29.0,4,10,5.0,0.5037834860000518,2.5,3.0,4,10.0,1
Candace Cameron Bure,18,1,25.0,3,10,5.0,0.1915544924057323,1.0,1.0,12,,0
Candace Cameron Bure,18,2,21.0,3,10,9.5,0.2067119126551497,4.0,4.0,11,,0
Candace Cameron Bure,18,3,32.0,3,10,8.0,0.2577005373523929,3.5,1.0,9,,0
Candace Cameron Bure,18,4,28.0,3,10,10.0,0.2462397900595839,4.0,5.0,7,,0
Candace Cameron Bure,18,5,35.0,3,10,8.0,0.2428316696964298,3.0,2.0,9,,0
Candace Cameron Bure,18,6,32.0,3,10,8.5,0.2717791963057316,4.0,3.0,8,,0
Candace Cameron Bure,18,7,37.0,3,10,5.0,0.3154739195432015,2.0,1.0,7,,0
