celebrity_name,season,week,judge_score,placement,weeks_participated,results,fan_votes,data_source,fan_vote_rank,judge_score_rank,method1_total_rank,method1_pos,judge_share,fan_share,method2_total_share,method2_pos,eliminated_week,is_eliminated
Chaz Bono,13,2,17.0,7,6,Eliminated Week 6,2.288362415,pct,2.0,11.0,13.0,6.0,0.07623318385650224,0.09369125484687894,0.1699244387033812,10.0,6.0,0
Chaz Bono,13,3,18.0,7,6,Eliminated Week 6,2.160017864,pct,1.0,10.0,11.0,5.0,0.0759493670886076,0.10491960122066345,0.18086896830927104,10.0,6.0,0
Chaz Bono,13,4,21.0,7,6,Eliminated Week 6,1.963599667,pct,3.0,7.0,10.0,5.0,0.10047846889952153,0.11435669128423856,0.2148351601837601,6.0,6.0,0
Chaz Bono,13,5,21.0,7,6,Eliminated Week 6,1.831970872,pct,2.0,7.0,9.0,4.0,0.11170212765957446,0.12890436522386156,0.24060649288343602,7.0,6.0,0
Chaz Bono,13,6,19.0,7,6,Eliminated Week 6,1.468667542,pct,7.0,7.0,14.0,7.0,0.1144578313253012,0.12770322050839478,0.24216105183369596,7.0,6.0,1
Nancy Grace,13,1,16.0,5,8,Eliminated Week 8,2.425319057,pct,7.0,9.5,16.5,11.0,0.07373271889400922,0.08436199352117132,0.15809471241518053,10.0,8.0,0
Nancy Grace,13,2,21.0,5,8,Eliminated Week 8,2.245571684,pct,8.0,5.5,13.5,7.5,0.09417040358744394,0.09193929577915182,0.18610969936659577,5.0,8.0,0
Nancy Grace,13,3,21.0,5,8,Eliminated Week 8,2.113961252,pct,3.0,9.0,12.0,7.0,0.08860759493670886,0.10268247094264515,0.19129006587935402,8.0,8.0,0
Nancy Grace,13,4,21.0,5,8,Eliminated Week 8,1.948810748,pct,5.0,7.0,12.0,7.5,0.10047846889952153,0.11349540989733833,0.21397387879685986,7.0,8.0,0
Nancy Grace,13,5,22.0,5,8,Eliminated Week 8,1.806269961,pct,4.0,6.0,10.0,6.0,0.11702127659574468,0.12709595239985572,0.2441172289956004,6.0,8.0,0
Nancy Grace,13,6,24.0,5,8,Eliminated Week 8,1.656935203,pct,3.0,3.0,6.0,2.5,0.14457831325301204,0.1440734240702862,0.28865173732329824,3.0,8.0,0
Nancy Grace,13,7,22.0,5,8,Eliminated Week 8,1.599712732,pct,1.0,6.0,7.0,4.0,0.15017064846416384,0.17544306338492816,0.325613711849092,5.0,8.0,0
Nancy Grace,13,8,22.0,5,8,Eliminated Week 8,1.295922659,pct,5.0,5.0,10.0,5.0,0.16988416988416988,0.18248226515671043,0.3523664350408803,5.0,8.0,1
Rob Kardashian,13,1,16.0,2,10,2nd Place,2.474387045,pct,1.0,9.5,10.5,4.5,0.07373271889400922,0.08606876825408966,0.1598014871480989,9.0,,0
Rob Kardashian,13,2,21.0,2,10,2nd Place,2.296400144,pct,1.0,5.5,6.5,1.0,0.09417040358744394,0.0940203394845189,0.18819074307196285,4.0,,0
Rob Kardashian,13,3,24.0,2,10,2nd Place,2.138279667,pct,2.0,5.5,7.5,1.0,0.10126582278481013,0.1038637011753404,0.20512952396015052,4.0,,0
Rob Kardashian,13,4,24.0,2,10,2nd Place,1.979227017,pct,1.0,3.5,4.5,1.0,0.11483253588516747,0.11526680146075487,0.23009933734592233,3.0,,0
Rob Kardashian,13,5,25.0,2,10,2nd Place,1.84069714,pct,1.0,2.5,3.5,1.0,0.13297872340425532,0.12951837828187776,0.26249710168613305,2.0,,0
Rob Kardashian,13,6,22.0,2,10,2nd Place,1.723579282,pct,1.0,5.0,6.0,2.5,0.13253012048192772,0.14986824370967597,0.2823983641916037,4.0,,0
Rob Kardashian,13,7,25.5,2,10,2nd Place,1.590079786,pct,2.0,2.0,4.0,1.0,0.17406143344709898,0.17438660273305306,0.3484480361801521,1.0,,0
Rob Kardashian,13,8,25.5,2,10,2nd Place,1.493152517,pct,1.0,4.0,5.0,3.0,0.1969111969111969,0.21025471823824604,0.40716591514944295,2.0,,0
Rob Kardashian,13,9,32.4998,2,10,2nd Place,1.371258973,pct,2.0,2.0,4.0,2.0,0.27426107283153095,0.25762653288326937,0.5318876057148003,1.0,,0
Rob Kardashian,13,10,28.3332,2,10,2nd Place,1.290134272,pct,1.0,1.0,2.0,1.0,0.33530572925789,0.3439072667198231,0.6792129959777131,1.0,,0
William Levy,14,1,24.0,3,10,3rd Place,2.409665573,pct,3.0,3.0,6.0,1.0,0.08888888888888889,0.08470146894497951,0.1735903578338684,3.0,,0
William Levy,14,2,25.0,3,10,3rd Place,2.243914606,pct,3.0,3.5,6.5,3.0,0.09293680297397769,0.08511963121696538,0.17805643419094308,4.0,,0
William Levy,14,3,28.0,3,10,3rd Place,2.087481276,pct,4.0,2.0,6.0,2.0,0.1,0.09319788473190459,0.19319788473190458,2.0,,0
William Levy,14,4,22.0,3,10,3rd Place,1.950258444,pct,1.0,7.0,8.0,4.0,0.0944206008583691,0.10335557583338392,0.19777617669175301,6.0,,0
William Levy,14,5,29.0,3,10,3rd Place,1.783309282,pct,5.0,1.5,6.5,3.0,0.12946428571428573,0.11321621382395938,0.2426804995382451,1.0,,0
William Levy,14,6,36.0,3,10,3rd Place,1.653363665,pct,4.0,3.0,7.0,1.5,0.13953526230497523,0.12723334337041836,0.2667686056753936,3.0,,0
William Levy,14,7,26.5,3,10,3rd Place,1.564176205,pct,3.0,3.5,6.5,3.0,0.1444141689373297,0.1477582058256618,0.2921723747629915,2.0,,0
William Levy,14,8,28.5,3,10,3rd Place,1.480512859,pct,4.0,1.0,5.0,1.0,0.1743119266055046,0.17602602854028684,0.35033795514579147,1.0,,0
William Levy,14,9,29.0,3,10,3rd Place,1.385246842,pct,3.0,2.0,5.0,2.5,0.25217391304347825,0.26563577995754456,0.5178096930010228,1.0,,0
William Levy,14,10,29.666600000000003,3,10,3rd Place,1.241647429,pct,2.0,2.5,4.5,3.0,0.33208930162582334,0.3364503900921583,0.6685396917179817,2.0,,0
Jack Wagner,14,1,23.0,11,3,Eliminated Week 3,2.338894542,pct,11.0,5.5,16.5,8.0,0.08518518518518518,0.08221381657046858,0.16739900175565375,6.0,3.0,0
Jack Wagner,14,2,21.0,11,3,Eliminated Week 3,2.195956051,pct,10.0,8.5,18.5,10.0,0.07806691449814127,0.08330039330818617,0.16136730780632744,9.0,3.0,0
Jack Wagner,14,3,24.0,11,3,Eliminated Week 3,1.692029571,pct,11.0,9.0,20.0,11.0,0.08571428571428572,0.07554251084024188,0.1612567965545276,11.0,3.0,1
Sherri Sheperd,14,1,23.0,10,4,Eliminated Week 4,2.360887236,pct,8.0,5.5,13.5,7.0,0.08518518518518518,0.08298687549977812,0.16817206068496332,5.0,4.0,0
Sherri Sheperd,14,2,23.0,10,4,Eliminated Week 4,2.206013597,pct,8.0,6.0,14.0,7.0,0.08550185873605948,0.08368191166194998,0.16918377039800947,6.0,4.0,0
Sherri Sheperd,14,3,24.0,10,4,Eliminated Week 4,2.061447365,pct,7.0,9.0,16.0,8.0,0.08571428571428572,0.09203557230094092,0.17774985801522664,8.0,4.0,0
Sherri Sheperd,14,4,21.0,10,4,Eliminated Week 4,1.574486765,pct,10.0,9.0,19.0,9.5,0.09012875536480687,0.08344124171812423,0.17356999708293108,10.0,4.0,1
Jaleel White,14,1,26.0,7,7,Eliminated Week 7,2.381877488,pct,5.0,1.5,6.5,2.0,0.0962962962962963,0.08372469787556609,0.1800209941718624,1.0,7.0,0
Jaleel White,14,2,22.0,7,7,Eliminated Week 7,2.229821806,pct,5.0,7.0,12.0,6.0,0.08178438661710037,0.08458504138203721,0.16636942799913756,7.0,7.0,0
Jaleel White,14,3,25.0,7,7,Eliminated Week 7,2.078051952,pct,5.0,5.5,10.5,6.0,0.08928571428571429,0.09277690224868168,0.18206261653439598,6.0,7.0,0
Jaleel White,14,4,22.0,7,7,Eliminated Week 7,1.92969095,pct,5.0,7.0,12.0,6.0,0.0944206008583691,0.10226558430310258,0.19668618516147168,7.0,7.0,0
Jaleel White,14,5,24.0,7,7,Eliminated Week 7,1.782426588,pct,6.0,6.0,12.0,7.0,0.10714285714285714,0.1131601745975314,0.22030303174038854,6.0,7.0,0
Jaleel White,14,6,36.9998,7,7,Eliminated Week 7,1.63354296,pct,6.0,2.0,8.0,4.5,0.14341046661754508,0.12570805609182753,0.26911852270937264,2.0,7.0,0
Jaleel White,14,7,25.5,7,7,Eliminated Week 7,1.221795002,pct,7.0,6.0,13.0,7.0,0.13896457765667575,0.11541553746004007,0.2543801151167158,7.0,7.0,1
Roshon Fegan,14,1,23.0,6,8,Eliminated Week 8,2.423677064,pct,2.0,5.5,7.5,3.5,0.08518518518518518,0.08519398287849263,0.1703791680636778,4.0,8.0,0
Roshon Fegan,14,2,26.0,6,8,Eliminated Week 8,2.256880137,pct,2.0,1.5,3.5,1.0,0.09665427509293681,0.08561145974479846,0.18226573483773528,1.0,8.0,0
Roshon Fegan,14,3,25.0,6,8,Eliminated Week 8,2.111517197,pct,1.0,5.5,6.5,3.0,0.08928571428571429,0.09427099471403366,0.18355670899974796,5.0,8.0,0
Roshon Fegan,14,4,26.0,6,8,Eliminated Week 8,1.945248424,pct,3.0,2.5,5.5,3.0,0.11158798283261803,0.10309006563722002,0.21467804846983807,3.0,8.0,0
Roshon Fegan,14,5,26.0,6,8,Eliminated Week 8,1.806096299,pct,1.0,5.0,6.0,2.0,0.11607142857142858,0.11466288368382174,0.23073431225525032,5.0,8.0,0
Roshon Fegan,14,6,27.9998,6,8,Eliminated Week 8,1.698954204,pct,1.0,7.0,8.0,4.5,0.10852665104130127,0.13074172862517078,0.23926837966647205,7.0,8.0,0
Roshon Fegan,14,7,26.0,6,8,Eliminated Week 8,1.576595028,pct,1.0,5.0,6.0,2.0,0.14168937329700274,0.14893133644808196,0.2906207097450847,5.0,8.0,0
Roshon Fegan,14,8,28.0,6,8,Eliminated Week 8,1.174316669,pct,6.0,2.0,8.0,5.0,0.1712538226299694,0.13962073901360728,0.3108745616435767,5.0,8.0,1
Melissa Gilbert,14,1,20.0,5,8,Eliminated Week 8,2.365197077,pct,7.0,11.0,18.0,10.0,0.07407407407407407,0.08313836949450903,0.1572124435685831,10.0,8.0,0
Melissa Gilbert,14,2,20.0,5,8,Eliminated Week 8,2.227553211,pct,6.0,10.0,16.0,8.0,0.07434944237918216,0.08449898553603295,0.1588484279152151,10.0,8.0,0
Melissa Gilbert,14,3,24.0,5,8,Eliminated Week 8,2.069006792,pct,6.0,9.0,15.0,7.0,0.08571428571428572,0.09237307118741489,0.1780873569017006,7.0,8.0,0
Melissa Gilbert,14,4,22.0,5,8,Eliminated Week 8,1.91770878,pct,6.0,7.0,13.0,7.5,0.0944206008583691,0.10163057919191153,0.19605118005028063,8.0,8.0,0
Melissa Gilbert,14,5,21.0,5,8,Eliminated Week 8,1.790712025,pct,3.0,8.0,11.0,6.0,0.09375,0.11368618868632978,0.2074361886863298,7.0,8.0,0
Melissa Gilbert,14,6,30.0,5,8,Eliminated Week 8,1.638706241,pct,5.0,5.0,10.0,7.0,0.11627938525414604,0.12610539245423694,0.24238477770838296,6.0,8.0,0
Melissa Gilbert,14,7,23.5,5,8,Eliminated Week 8,1.574527198,pct,2.0,7.0,9.0,6.0,0.12806539509536785,0.14873600113369997,0.27680139622906785,6.0,8.0,0
Melissa Gilbert,14,8,25.5,5,8,Eliminated Week 8,1.242550068,pct,5.0,6.0,11.0,6.0,0.1559633027522936,0.14773336982715346,0.30369667257944705,6.0,8.0,1
Martina Navratilova,14,1,20.0,12,2,Eliminated Week 2,2.343367935,pct,10.0,11.0,21.0,12.0,0.07407407407407407,0.08237105953501675,0.15644513360909082,12.0,2.0,0
Martina Navratilova,14,2,17.0,12,2,Eliminated Week 2,1.917657268,pct,12.0,12.0,24.0,12.0,0.06319702602230483,0.07274353445368738,0.1359405604759922,12.0,2.0,1
Donald Driver,14,1,21.0,1,10,1st Place,2.404962056,pct,4.0,8.5,12.5,6.0,0.07777777777777778,0.08453613695718351,0.1623139147349613,9.0,,0
Donald Driver,14,2,24.0,1,10,1st Place,2.242669269,pct,4.0,5.0,9.0,5.0,0.08921933085501858,0.0850723911723142,0.17429172202733278,5.0,,0
Donald Driver,14,3,26.0,1,10,1st Place,2.092692569,pct,3.0,4.0,7.0,4.0,0.09285714285714286,0.09343054860769695,0.1862876914648398,4.0,,0
Donald Driver,14,4,27.0,1,10,1st Place,1.929729298,pct,4.0,1.0,5.0,2.0,0.11587982832618025,0.10226761658740534,0.2181474449135856,1.0,,0
Donald Driver,14,5,27.0,1,10,1st Place,1.788492437,pct,4.0,3.5,7.5,4.0,0.12053571428571429,0.11354527462720075,0.23408098891291504,4.0,,0
Donald Driver,14,6,33.9999,1,10,1st Place,1.656504437,pct,3.0,4.0,7.0,1.5,0.13178291569008133,0.12747503909095675,0.2592579547810381,4.0,,0
Donald Driver,14,7,26.5,1,10,1st Place,1.559839596,pct,5.0,3.5,8.5,5.0,0.1444141689373297,0.14734855276793135,0.2917627217052611,3.0,,0
Donald Driver,14,8,27.5,1,10,1st Place,1.499469947,pct,2.0,3.5,5.5,2.0,0.16819571865443425,0.17827993730780853,0.3464756559622428,2.0,,0
Donald Driver,14,9,28.5,1,10,1st Place,1.400027279,pct,1.0,3.0,4.0,1.0,0.24782608695652175,0.26847008557844004,0.5162961725349617,2.0,,0
Donald Driver,14,10,29.666600000000003,1,10,1st Place,1.242145771,pct,1.0,2.5,3.5,1.0,0.33208930162582334,0.3365854263000087,0.668674727925832,1.0,,0
Gavin DeGraw,14,1,20.0,9,5,Eliminated Week 5,2.345427116,pct,9.0,11.0,20.0,11.0,0.07407407407407407,0.08244344122045806,0.15651751529453212,11.0,5.0,0
Gavin DeGraw,14,2,21.0,9,5,Eliminated Week 5,2.203475291,pct,9.0,8.5,17.5,9.0,0.07806691449814127,0.08358562472212701,0.1616525392202683,8.0,5.0,0
Gavin DeGraw,14,3,24.0,9,5,Eliminated Week 5,2.054075054,pct,8.0,9.0,17.0,9.0,0.08571428571428572,0.0917064274129435,0.17742071312722923,9.0,5.0,0
Gavin DeGraw,14,4,23.0,9,5,Eliminated Week 5,1.891526809,pct,8.0,5.0,13.0,7.5,0.09871244635193133,0.10024304376168014,0.19895549011361147,5.0,5.0,0
Gavin DeGraw,14,5,19.0,9,5,Eliminated Week 5,1.524857362,pct,9.0,9.0,18.0,9.0,0.08482142857142858,0.09680798439719591,0.1816294129686245,9.0,5.0,1
Gladys Knight,14,1,23.0,8,6,Eliminated Week 6,2.278400046,pct,12.0,5.5,17.5,9.0,0.08518518518518518,0.08008739175380536,0.16527257693899056,7.0,6.0,0
Gladys Knight,14,2,19.0,8,6,Eliminated Week 6,2.167909142,pct,11.0,11.0,22.0,11.0,0.07063197026022305,0.0822364746793434,0.15286844493956647,11.0,6.0,0
Gladys Knight,14,3,24.0,8,6,Eliminated Week 6,2.003463971,pct,10.0,9.0,19.0,10.0,0.08571428571428572,0.08944684025696709,0.1751611259712528,10.0,6.0,0
Gladys Knight,14,4,20.0,8,6,Eliminated Week 6,1.875243189,pct,9.0,10.0,19.0,9.5,0.08583690987124463,0.09938007971354089,0.18521698958478552,9.0,6.0,0
Gladys Knight,14,5,22.0,8,6,Eliminated Week 6,1.718199095,pct,8.0,7.0,15.0,8.0,0.09821428571428571,0.10908259049349438,0.2072968762077801,8.0,6.0,0
Gladys Knight,14,6,24.0,8,6,Eliminated Week 6,1.414002006,pct,8.0,8.0,16.0,8.0,0.09302350820331683,0.10881344894915079,0.20183695715246763,8.0,6.0,1
Katherine Jenkins,14,1,26.0,2,10,2nd Place,2.372569448,pct,6.0,1.5,7.5,3.5,0.0962962962962963,0.08339751360990175,0.17969380990619804,2.0,,0
Katherine Jenkins,14,2,26.0,2,10,2nd Place,2.209315104,pct,7.0,1.5,8.5,4.0,0.09665427509293681,0.08380714951973155,0.18046142461266834,2.0,,0
Katherine Jenkins,14,3,29.0,2,10,2nd Place,2.049521189,pct,9.0,1.0,10.0,5.0,0.10357142857142858,0.0915031151292674,0.195074543700696,1.0,,0
Katherine Jenkins,14,4,24.0,2,10,2nd Place,1.907478262,pct,7.0,4.0,11.0,5.0,0.10300429184549356,0.10108840434210285,0.2040926961875964,4.0,,0
Katherine Jenkins,14,5,29.0,2,10,2nd Place,1.751280856,pct,7.0,1.5,8.5,5.0,0.12946428571428573,0.11118283847899728,0.240647124193283,2.0,,0
Katherine Jenkins,14,6,38.9999,2,10,2nd Place,1.613220708,pct,7.0,1.0,8.0,4.5,0.151162813232439,0.1241441726453045,0.2753069858777435,1.0,,0
Katherine Jenkins,14,7,27.0,2,10,2nd Place,1.528887674,pct,6.0,2.0,8.0,4.0,0.14713896457765668,0.14442471308352967,0.29156367766118635,4.0,,0
Katherine Jenkins,14,8,27.5,2,10,2nd Place,1.481003029,pct,3.0,3.5,6.5,4.0,0.16819571865443425,0.17608430745214165,0.34428002610657593,4.0,,0
Katherine Jenkins,14,9,28.0,2,10,2nd Place,1.3897983,pct,2.0,4.0,6.0,4.0,0.24347826086956523,0.26650857032177194,0.5099868311913371,3.0,,0
Katherine Jenkins,14,10,30.0,2,10,2nd Place,1.206639225,pct,3.0,1.0,4.0,2.0,0.3358213967483533,0.3269641836078329,0.6627855803561862,3.0,,0
Maria Menounos,14,1,21.0,4,9,Eliminated Week 9,2.423997478,pct,1.0,8.5,9.5,5.0,0.07777777777777778,0.08520524565984064,0.16298302343761842,8.0,9.0,0
Maria Menounos,14,2,25.0,4,9,Eliminated Week 9,2.260727467,pct,1.0,3.5,4.5,2.0,0.09293680297397769,0.08575740260282627,0.17869420557680396,3.0,9.0,0
Maria Menounos,14,3,27.0,4,9,Eliminated Week 9,2.099089186,pct,2.0,3.0,5.0,1.0,0.09642857142857143,0.09371613256990738,0.19014470399847883,3.0,9.0,0
Maria Menounos,14,4,26.0,4,9,Eliminated Week 9,1.948036252,pct,2.0,2.5,4.5,1.0,0.11158798283261803,0.10323780891152855,0.21482579174414657,2.0,9.0,0
Maria Menounos,14,5,27.0,4,9,Eliminated Week 9,1.805985528,pct,2.0,3.5,5.5,1.0,0.12053571428571429,0.11465585121146932,0.23519156549718362,3.0,9.0,0
Maria Menounos,14,6,29.9999,4,9,Eliminated Week 9,1.686441445,pct,2.0,6.0,8.0,4.5,0.11627899765619519,0.12977881877293432,0.2460578164291295,5.0,9.0,0
Maria Menounos,14,7,28.5,4,9,Eliminated Week 9,1.560232344,pct,4.0,1.0,5.0,1.0,0.1553133514986376,0.1473856532810552,0.3026990047796928,1.0,9.0,0
Maria Menounos,14,8,26.5,4,9,Eliminated Week 9,1.532908446,pct,1.0,5.0,6.0,3.0,0.1620795107033639,0.18225561785900216,0.34433512856236603,3.0,9.0,0
Maria Menounos,14,9,29.5,4,9,Eliminated Week 9,1.039762878,pct,4.0,1.0,5.0,2.5,0.2565217391304348,0.19938556414224348,0.45590730327267825,4.0,9.0,1
Gilles Marini,15,1,24.0,6,8,Eliminated Week 8,2.393146388,pct,8.0,2.0,10.0,5.0,0.0867992766726944,0.07714088839019495,0.16394016506288933,2.0,8.0,0
Gilles Marini,15,2,25.5,6,8,Eliminated Week 8,2.23533519,pct,9.0,2.0,11.0,6.0,0.09239130434782608,0.08351435639434823,0.1759056607421743,3.0,8.0,0
Gilles Marini,15,3,25.5,6,8,Eliminated Week 8,2.112440962,pct,7.0,5.5,12.5,7.0,0.09172661870503597,0.09287936629410683,0.1846059849991428,6.0,8.0,0
Gilles Marini,15,4,39.5,6,8,Eliminated Week 8,1.919682833,pct,8.0,1.5,9.5,4.0,0.12286158631415241,0.11115515059490551,0.23401673690905792,2.0,8.0,0
Gilles Marini,15,5,28.25,6,8,Eliminated Week 8,1.759260999,pct,7.0,3.5,10.5,5.0,0.12710911136107986,0.12375914244952574,0.2508682538106056,5.0,8.0,0
Gilles Marini,15,6,27.5,6,8,Eliminated Week 8,1.680811405,pct,6.0,5.5,11.5,6.0,0.12168141592920353,0.12833823817657017,0.2500196541057737,4.0,8.0,0
Gilles Marini,15,7,33.4998,6,8,Eliminated Week 8,1.512091128,pct,5.0,5.0,10.0,5.5,0.1384293260352406,0.14143828377497766,0.2798676098102183,6.0,8.0,0
Gilles Marini,15,8,29.2777,6,8,Eliminated Week 8,1.149546244,pct,7.0,2.5,9.5,6.0,0.1469193195013584,0.1164773713501244,0.26339669085148276,6.0,8.0,1
Sabrina Bryan,15,1,22.5,8,6,Eliminated Week 6,2.412680251,pct,7.0,3.0,10.0,5.0,0.081374321880651,0.07777054462562971,0.1591448665062807,3.0,6.0,0
Sabrina Bryan,15,2,26.0,8,6,Eliminated Week 6,2.24199188,pct,8.0,1.0,9.0,4.0,0.09420289855072464,0.08376305698455669,0.17796595553528133,1.0,6.0,0
Sabrina Bryan,15,3,25.5,8,6,Eliminated Week 6,2.124187924,pct,5.0,5.5,10.5,5.0,0.09172661870503597,0.09339585428409922,0.1851224729891352,5.0,6.0,0
Sabrina Bryan,15,4,35.5,8,6,Eliminated Week 6,1.949660567,pct,4.0,6.0,10.0,5.5,0.1104199066874028,0.112890947508845,0.2233108541962478,6.0,6.0,0
Sabrina Bryan,15,5,29.25,8,6,Eliminated Week 6,1.775338918,pct,5.0,1.0,6.0,3.0,0.13160854893138357,0.12489017955484666,0.25649872848623023,1.0,6.0,0
Sabrina Bryan,15,6,30.0,8,6,Eliminated Week 6,1.263786416,pct,8.0,1.5,9.5,4.0,0.13274336283185842,0.09649632408397538,0.2292396869158338,8.0,6.0,1
Kirstie Alley,15,1,19.0,7,8,Eliminated Week 8,2.36723283,pct,10.0,12.0,22.0,12.0,0.06871609403254973,0.07630558851238788,0.1450216825449376,12.0,8.0,0
Kirstie Alley,15,2,21.0,7,8,Eliminated Week 8,2.213758291,pct,11.0,11.0,22.0,12.0,0.07608695652173914,0.08270822188663227,0.1587951784083714,10.0,8.0,0
Kirstie Alley,15,3,24.0,7,8,Eliminated Week 8,2.095598571,pct,9.0,9.5,18.5,10.0,0.08633093525179857,0.09213884353815889,0.17846977878995746,8.0,8.0,0
Kirstie Alley,15,4,30.0,7,8,Eliminated Week 8,1.949192409,pct,5.0,9.0,14.0,8.0,0.09331259720062209,0.11286383981579401,0.20617643701641608,8.0,8.0,0
Kirstie Alley,15,5,26.25,7,8,Eliminated Week 8,1.711967031,pct,8.0,7.0,15.0,8.0,0.11811023622047244,0.1204321426888067,0.23854237890927915,8.0,8.0,0
Kirstie Alley,15,6,27.5,7,8,Eliminated Week 8,1.645978301,pct,7.0,5.5,12.5,8.0,0.12168141592920353,0.12567855893814828,0.2473599748673518,6.0,8.0,0
Kirstie Alley,15,7,27.9999,7,8,Eliminated Week 8,1.461462381,pct,7.0,7.0,14.0,7.0,0.11570240079206841,0.1367025618645998,0.25240496265666823,7.0,8.0,0
Kirstie Alley,15,8,25.5,7,8,Eliminated Week 8,1.237868619,pct,6.0,7.0,13.0,7.0,0.127962327890669,0.12542660512396805,0.25338893301463705,7.0,8.0,1
Kelly Monaco,15,1,21.5,3,10,3rd Place,2.413296181,pct,6.0,7.0,13.0,8.5,0.07775768535262206,0.07779039856671098,0.15554808391933306,7.0,,0
Kelly Monaco,15,2,22.0,3,10,3rd Place,2.260463122,pct,6.0,10.0,16.0,9.0,0.07971014492753623,0.08445316104337314,0.16416330597090936,9.0,,0
Kelly Monaco,15,3,27.0,3,10,3rd Place,2.109977811,pct,8.0,1.5,9.5,3.5,0.09712230215827339,0.09277106698156647,0.18989336913983984,2.0,,0
Kelly Monaco,15,4,37.5,3,10,3rd Place,1.939797956,pct,6.0,3.0,9.0,3.0,0.1166407465007776,0.11231987400018068,0.22896062050095828,4.0,,0
Kelly Monaco,15,5,25.75,3,10,3rd Place,1.776055379,pct,4.0,8.0,12.0,6.5,0.11586051743532058,0.12494058060336016,0.24080109803868074,7.0,,0
Kelly Monaco,15,6,27.0,3,10,3rd Place,1.698738793,pct,3.0,7.0,10.0,5.0,0.11946902654867257,0.1297070826431079,0.24917610919178046,5.0,,0
Kelly Monaco,15,7,36.0,3,10,3rd Place,1.526106485,pct,4.0,3.0,7.0,3.0,0.14876076087823395,0.1427492550543314,0.2915100159325653,3.0,,0
Kelly Monaco,15,8,28.3333,3,10,3rd Place,1.492005729,pct,3.0,5.0,8.0,4.0,0.1421801970519487,0.1511769589612491,0.2933571560131978,5.0,,0
Kelly Monaco,15,9,27.111,3,10,3rd Place,1.46290007,pct,1.0,4.0,5.0,3.0,0.19227700484469118,0.2204334838703343,0.41271048871502547,3.0,,0
Kelly Monaco,15,10,29.1109,3,10,3rd Place,1.242085061,pct,3.0,2.0,5.0,2.5,0.3331212530739241,0.32632569458476574,0.6594469476586898,3.0,,0
Apolo Anton Ohno,15,1,22.0,5,9,Eliminated Week 9,2.425955218,pct,5.0,4.5,9.5,3.0,0.07956600361663653,0.0781984510641432,0.15776445468077974,6.0,9.0,0
Apolo Anton Ohno,15,2,24.5,5,9,Eliminated Week 9,2.263080239,pct,5.0,4.0,9.0,4.0,0.08876811594202899,0.08455093914969093,0.1733190550917199,4.0,9.0,0
Apolo Anton Ohno,15,3,25.5,5,9,Eliminated Week 9,2.136985309,pct,4.0,5.5,9.5,3.5,0.09172661870503597,0.0939585270547959,0.18568514575983186,4.0,9.0,0
Apolo Anton Ohno,15,4,34.5,5,9,Eliminated Week 9,1.96736442,pct,3.0,7.0,10.0,5.5,0.10730948678071539,0.11391605145440134,0.22122553823511673,7.0,9.0,0
Apolo Anton Ohno,15,5,28.25,5,9,Eliminated Week 9,1.788454547,pct,3.0,3.5,6.5,4.0,0.12710911136107986,0.12581282775693195,0.2529219391180118,4.0,9.0,0
Apolo Anton Ohno,15,6,30.0,5,9,Eliminated Week 9,1.68423289,pct,5.0,1.5,6.5,3.0,0.13274336283185842,0.1285994854262862,0.2613428482581446,1.0,9.0,0
Apolo Anton Ohno,15,7,33.0,5,9,Eliminated Week 9,1.539325368,pct,3.0,6.0,9.0,4.0,0.13636403080504778,0.1439857255886273,0.2803497563936751,5.0,9.0,0
Apolo Anton Ohno,15,8,29.2777,5,9,Eliminated Week 9,1.485240154,pct,4.0,2.5,6.5,2.0,0.1469193195013584,0.15049143943927665,0.29741075894063507,2.0,9.0,0
Apolo Anton Ohno,15,9,28.611,5,9,Eliminated Week 9,1.12902213,pct,5.0,3.0,8.0,4.0,0.20291532535175608,0.17012391111759634,0.37303923646935244,4.0,9.0,1
Emmitt Smith,15,1,24.5,4,9,Eliminated Week 9,2.392584254,pct,9.0,1.0,10.0,5.0,0.08860759493670886,0.07712276851404706,0.16573036345075592,1.0,9.0,0
Emmitt Smith,15,2,22.5,4,9,Eliminated Week 9,2.246780127,pct,7.0,8.0,15.0,8.0,0.08152173913043478,0.08394195067721232,0.16546368980764709,7.0,9.0,0
Emmitt Smith,15,3,25.0,4,9,Eliminated Week 9,2.121609103,pct,6.0,8.0,14.0,8.0,0.08992805755395683,0.09328246921697801,0.18321052677093486,7.0,9.0,0
Emmitt Smith,15,4,36.0,4,9,Eliminated Week 9,1.939481924,pct,7.0,5.0,12.0,7.0,0.1119751166407465,0.11230157483953344,0.22427669148027995,5.0,9.0,0
Emmitt Smith,15,5,28.0,4,9,Eliminated Week 9,1.761300208,pct,6.0,6.0,12.0,6.5,0.12598425196850394,0.12390259515907753,0.24988684712758147,6.0,9.0,0
Emmitt Smith,15,6,26.5,4,9,Eliminated Week 9,1.691092217,pct,4.0,8.0,12.0,7.0,0.1172566371681416,0.129123228863318,0.24637986603145962,7.0,9.0,0
Emmitt Smith,15,7,34.4999,4,9,Eliminated Week 9,1.511215523,pct,6.0,4.0,10.0,5.5,0.14256198261730507,0.14135638125854097,0.283918363875846,4.0,9.0,0
